1;1591640676758;1260;570320;5952;9.304704999999998;0.698293;66.404;1591641256769
2;1591641256769;3441;625;625;239957;3820;8.53372;0.319444;66.2247;1591641504688
3;1591641504688;3207;256;256;99878;3224;9.854930000000001;0.975703;66.2557;1591641611638
4;1591641611638;3206;221;221;84794;3382;8.360295;0.23838499999999999;66.476;1591641703356
5;1591641703356;3578;83;83;31012;3391;7.753560000000001;0.284848;66.5235;1591641741939
6;1591641741939;3271;117;117;43537;3305;8.911850000000001;2.5851200000000003;66.3678;1591641792440
7;1591641792440;3193;96;96;34991;3298;7.646739999999999;0.645584;66.7353;1591641834281
8;1591641834281;3258;91;91;32757;3316;6.897824999999999;3.9938000000000002;66.7366;1591641873986
9;1591641873986;3246;106;106;38198;3402;6.54212;0.383023;66.7657;1591641919190
10;1591641919190;3262;50;50;17909;3242;8.263395;0.144928;66.6614;1591641944175
11;1591641944175;3310;38;38;14255;3381;7.776045;0.478632;66.7;1591641965656
12;1591641965656;3555;75;75;30373;3253;9.959404999999999;0.252381;66.4938;1591642003283
13;1591642003283;3286;73;73;28262;3250;9.810195;1.0319500000000001;66.537;1591642038446
14;1591642038446;3170;39;39;14784;3332;9.78968;0.144928;66.8349;1591642060141
15;1591642060141;3273;38;38;14420;3405;8.08775;0.42207800000000006;66.5785;1591642081752
16;1591642081753;3332;89;89;32770;3340;7.984895;0.128205;66.6908;1591642121563
17;1591642121564;3236;95;95;34829;3491;8.45903;0.777232;66.5101;1591642163634
18;1591642163635;3059;101;101;36632;3525;7.040350000000001;0.0;66.6569;1591642207191
19;1591642207191;3019;97;97;35274;3662;7.01302;0.24314800000000003;66.8601;1591642249467
20;1591642249467;3040;48;48;17252;3738;6.387334999999999;0.29012299999999996;66.6494;1591642273820
21;1591642273820;3117;60;60;21685;3616;6.925995;0.133333;66.134;1591642302608
22;1591642302608;3053;49;49;17094;3654;8.86712;2.55177;66.5107;1591642326745
23;1591642326746;3219;46;46;17393;3671;5.877504999999999;0.123457;66.5819;1591642351547
24;1591642351548;3118;93;93;33704;3415;7.753560000000001;4.05272;66.6066;1591642392084
25;1591642392084;3485;100;100;36422;3454;8.11215;4.9168400000000005;66.656;1591642435767
26;1591642435767;3462;88;88;33406;3387;6.358585;2.2275;66.2161;1591642476367
27;1591642476367;3648;104;104;37838;3382;7.619629999999999;0.353342;66.2464;1591642521656
28;1591642521656;3456;104;104;37756;3596;6.57307;3.3052900000000003;66.4197;1591642566778
29;1591642566778;3395;47;47;17221;3463;7.350719999999999;0.128205;66.3808;1591642591190
30;1591642591190;3004;99;99;36012;3605;7.375735;1.88509;66.3597;1591642634131
31;1591642634131;3031;93;93;34195;3709;7.802200000000001;0.24314800000000003;66.8907;1591642675408
32;1591642675408;3005;56;56;20490;3710;7.350719999999999;0.0;66.4509;1591642702972
33;1591642702972;3125;34;34;13007;3685;8.772454999999999;4.05884;66.7224;1591642723097
34;1591642723098;3114;33;33;12703;3238;9.93946;2.6134999999999997;66.8;1591642742469
35;1591642742469;3544;33;33;12616;3319;8.009865;0.344939;66.8364;1591642762458
36;1591642762458;3277;67;67;24698;3399;7.700465000000001;1.62569;66.6661;1591642794183
37;1591642794184;3074;89;89;32871;3748;9.93946;3.64159;66.6994;1591642834243
38;1591642834244;3209;89;89;32738;3366;7.564925000000001;2.2930099999999998;66.8874;1591642874072
39;1591642874073;3621;47;47;17118;3434;6.510930000000001;1.4341700000000002;66.4543;1591642898599
40;1591642898600;3441;47;47;16755;3523;6.603765;0.494885;66.6419;1591642922641
41;1591642922641;3069;45;45;16764;3789;6.869435;0.0;66.4742;1591642946584
42;1591642946584;3173;48;48;17147;3309;7.124905000000001;2.51218;66.879;1591642970555
43;1591642970555;3602;47;47;16918;3206;6.387334999999999;0.0;66.6616;1591642994787
44;1591642994788;3089;47;47;16613;3912;7.040350000000001;1.4381899999999999;66.3436;1591643018755
45;1591643018755;3163;46;46;16727;3369;8.3871;0.211752;66.396;1591643042529
46;1591643042529;3667;47;47;17008;3180;7.646739999999999;0.578573;66.3604;1591643066718
47;1591643066718;3461;49;49;17566;3423;7.9345300000000005;1.10924;66.4449;1591643091504
48;1591643091505;3080;49;49;17423;3936;6.263204999999999;0.0;66.5832;1591643116454
49;1591643116454;3179;50;50;18184;3266;7.432835;1.65969;66.312;1591643141394
50;1591643141394;3002;50;50;17806;4149;7.7270900000000005;0.138889;66.4223;1591643166675
51;1591643166675;3133;49;49;17807;4020;7.040350000000001;1.41169;66.3042;1591643191992
52;1591643191994;3077;49;49;17872;3314;8.286845;3.4043799999999997;66.4726;1591643216625
53;1591643216626;3585;44;44;16939;3157;9.371765;0.138889;66.7662;1591643240650
54;1591643240650;3072;44;44;17265;3532;8.96005;0.0;66.7824;1591643264835
55;1591643264835;3117;47;47;18114;3322;8.86712;0.150657;66.3791;1591643289753
56;1591643289754;3112;49;49;18188;3858;6.925995;1.16506;66.1764;1591643315247
57;1591643315248;3166;54;54;19713;3276;8.13641;0.0689655;66.5786;1591643341755
58;1591643341755;3524;53;53;19247;3293;7.237425;3.17315;66.5086;1591643368163
59;1591643368163;3063;54;54;19788;3856;7.155220000000001;2.84568;66.2672;1591643395197
60;1591643395198;3134;53;53;19065;3301;7.432835;0.123457;66.2255;1591643421068
61;1591643421068;3629;53;53;18861;3496;7.01302;0.5420659999999999;66.1496;1591643447395
62;1591643447396;3232;50;50;18271;3385;8.13641;1.6794099999999998;66.2967;1591643472625
63;1591643472626;3746;51;51;18445;3426;7.909135000000001;0.529543;66.6056;1591643498589
64;1591643498589;3070;51;51;18319;3960;7.07126;0.0;66.3169;1591643524267
65;1591643524268;3092;53;53;19088;3299;5.569694999999999;0.0;66.271;1591643550075
66;1591643550075;3690;56;56;20284;3263;6.78294;0.40123499999999995;66.4878;1591643577655
67;1591643577655;3188;53;53;19318;3975;7.040350000000001;0.119048;66.422;1591643604446
68;1591643604446;3234;53;53;19627;3405;6.325825;0.401718;66.4204;1591643631215
69;1591643631215;3104;49;49;19439;3948;9.282129999999999;1.56465;66.6408;1591643658008
70;1591643658009;3162;49;49;19660;3501;9.481725;0.283816;66.3893;1591643684664
71;1591643684664;3616;48;48;19619;3537;9.875175;0.278261;67.1622;1591643711737
72;1591643711738;3151;49;49;19283;3844;7.95979;0.29550000000000004;66.2855;1591643738357
73;1591643738358;3416;47;47;19177;3446;9.919435;0.25679;66.7718;1591643764696
74;1591643764696;3481;49;49;19507;4970;9.765155;0.138889;66.5498;1591643793212
75;1591643793212;3327;50;50;18475;3576;7.07126;1.04605;66.5982;1591643818936
76;1591643818936;3035;56;56;20474;4080;7.098180000000001;2.09483;66.3299;1591643846858
77;1591643846858;3315;53;53;19775;3386;8.50765;0.16512300000000002;66.3931;1591643873640
78;1591643873641;3774;60;60;21874;3743;6.9539550000000006;0.08;66.1583;1591643903357
79;1591643903357;3211;56;56;20645;3265;8.72252;0.5528080000000001;66.3678;1591643930829
80;1591643930829;3963;66;66;24808;3434;7.700465000000001;1.06587;66.3676;1591643963349
81;1591643963349;3105;60;60;21823;3342;9.027655;0.6920029999999999;66.3899;1591643991991
82;1591643991991;4013;60;60;21744;3602;6.63422;1.77451;66.5934;1591644021653
83;1591644021654;3199;70;70;25686;3950;7.350719999999999;1.19839;66.6284;1591644054828
84;1591644054828;3394;62;62;22546;3449;7.155220000000001;2.2781800000000003;66.2551;1591644084532
85;1591644084532;3138;66;66;25189;4500;7.321725000000001;0.0;66.3941;1591644117719
86;1591644117720;3252;64;64;24785;3264;9.349525;2.70852;66.5915;1591644149331
87;1591644149331;3174;71;71;26178;4328;6.199465;0.384615;66.6697;1591644183366
88;1591644183366;3364;57;57;21999;3773;9.959404999999999;1.3942700000000001;66.5911;1591644212831
89;1591644212831;3155;64;64;25218;4276;9.959404999999999;0.25679;66.6999;1591644245791
90;1591644245791;3218;64;64;24195;3484;9.00392;2.75556;66.4387;1591644277022
91;1591644277023;3094;60;60;22377;4245;8.842645;1.1281599999999998;66.6584;1591644307058
92;1591644307058;3365;64;64;23635;3414;8.676015000000001;1.7998500000000002;66.5937;1591644337774
93;1591644337774;3090;64;64;23192;3816;7.155220000000001;0.348933;66.5435;1591644368197
94;1591644368198;4104;66;66;24091;3700;7.211480000000001;0.0;66.431;1591644400442
95;1591644400443;3075;66;66;24266;3394;9.19097;1.99451;66.4989;1591644431495
96;1591644431495;3996;62;62;22228;3391;7.07126;0.242504;66.1068;1591644461661
97;1591644461661;3210;103;103;38672;3380;9.875175;1.2772999999999999;66.3579;1591644507247
98;1591644507247;4214;112;112;40919;3643;7.51337;0.0;66.6892;1591644556328
99;1591644556328;3272;60;60;22939;3449;9.57202;1.9152900000000002;66.4087;1591644586345
100;1591644586345;3086;111;111;43927;3901;9.854930000000001;0.546387;66.8638;1591644637564
101;1591644637564;3196;68;68;26647;3491;9.765155;0.267094;66.6425;1591644671226
102;1591644671226;3012;148;148;58239;4313;9.744465;0.0;66.6373;1591644737106
103;1591644737106;3227;148;148;57150;3464;9.098275000000001;0.765113;66.4352;1591644801260
104;1591644801260;3070;144;144;52483;4320;7.321725000000001;0.5673229999999999;66.3489;1591644861445
105;1591644861445;3118;153;153;55693;3410;8.286845;2.04211;66.433;1591644923958
106;1591644923958;3053;73;73;26568;3356;8.53372;3.6896699999999996;66.47;1591644957456
107;1591644957456;3975;76;76;27787;3447;7.9345300000000005;0.252091;66.4576;1591644993016
108;1591644993017;3188;140;140;51342;3405;7.909135000000001;0.242504;66.2762;1591645051277
109;1591645051277;3767;133;133;48962;3666;7.8578850000000005;0.04;66.1494;1591645108028
110;1591645108028;3129;74;74;26928;3351;6.233345;0.49450500000000003;66.5233;1591645141737
111;1591645141737;4072;74;74;26898;3714;7.2925450000000005;0.48148599999999997;66.1099;1591645176777
112;1591645176777;3122;175;175;64074;3892;7.8578850000000005;0.111111;66.3896;1591645248175
113;1591645248175;3135;170;170;63104;4468;9.12162;3.50685;66.7168;1591645319229
114;1591645319229;3413;157;157;59899;3512;9.744465;2.8836899999999996;66.3688;1591645386576
115;1591645386576;3184;154;154;58237;3538;8.45903;0.479885;66.8735;1591645451892
116;1591645451892;4196;76;76;28918;3599;8.72252;0.267094;66.5839;1591645488918
117;1591645488918;3203;115;115;42509;3306;8.96005;1.96956;66.491;1591645538276
118;1591645538277;3036;75;75;29554;4474;9.503454999999999;3.5050600000000003;66.7744;1591645575672
119;1591645575672;3243;87;87;32366;3358;8.747544999999999;0.443518;66.373;1591645614975
120;1591645614975;3136;171;171;63841;4550;7.753560000000001;4.17634;66.6801;1591645686843
121;1591645686843;3410;178;178;65911;3791;6.720390000000001;2.93521;66.7117;1591645760279
122;1591645760280;3165;153;153;57930;3366;8.11215;0.142857;66.4977;1591645825081
123;1591645825081;4129;169;169;62366;3695;7.51337;0.08;66.2663;1591645895593
124;1591645895593;3269;167;167;62419;3617;7.155220000000001;0.852031;66.5257;1591645965212
